t,U,j
0.0,-0.23383810951238004,-0.22755380009898318
0.020044552354878675,-0.2328358818946361,-0.11404635201719998
0.04008910470976623,-0.23183365427689173,-0.0165669185007971
0.06013365706465379,-0.23083142665914735,0.0629238718106643
0.08017820941954135,-0.22982919904140298,0.120618693108907
0.10022276177442002,-0.22882697142365904,0.15138514524514562
0.12026731412930758,-0.22782474380591466,0.1682960904018165
0.14031186648419514,-0.2268225161881703,0.18117308242357127
0.1603564188390827,-0.2258202885704259,0.19188749911667116
0.18040097119397025,-0.22481806095268153,0.2011798893735596
0.2004455235488578,-0.22381583333493715,0.20943258230370362
0.22049007590373648,-0.22281360571719322,0.2168723534317172
0.24053462825862404,-0.22181137809944884,0.2236455958452268
0.2605791806135116,-0.22080915048170446,0.22985210234982958
0.28062373296839915,-0.21980692286396009,0.23556224441177734
0.30066828532327783,-0.21880469524621615,0.2408264694540975
0.3207128376781654,-0.21780246762847177,0.24568083910516408
0.3407573900330618,-0.21680024001072695,0.25015032716717656
0.3608019423879405,-0.21579801239298302,0.2542507191904002
0.38084649474282806,-0.21479578477523864,0.2579895211429124
0.4008910470977156,-0.21379355715749426,0.26136602854338664
0.4209355994525943,-0.21279132953975033,0.26437050327667805
0.44098015180748185,-0.21178910192200595,0.26698215837140765
0.4610247041623694,-0.21078687430426157,0.26916522285725647
0.48106925651725696,-0.2097846466865172,0.2709670904775976
0.5011138088721445,-0.20878241906877282,0.27264817736188773
0.5211583612270321,-0.20778019145102844,0.2742417884783055
0.5412029135819196,-0.20677796383328406,0.2757601963750085
0.5612474659367983,-0.20577573621554013,0.2772119835441231
0.5812920182916859,-0.20477350859779575,0.27860340697202957
0.6013365706465734,-0.20377128098005137,0.27993916971832333
0.6213811230014521,-0.20276905336230744,0.2812228876080758
0.6414256753563397,-0.20176682574456306,0.2824573867916763
0.6614702277112361,-0.20076459812681824,0.2836449016741068
0.6815147800661236,-0.19976237050907386,0.2847872112195768
0.7015593324210023,-0.19876014289132993,0.28588573556178176
0.7216038847758899,-0.19775791527358555,0.2869416061528517
0.7416484371307774,-0.19675568765584117,0.28795571774391876
0.7616929894856561,-0.19575346003809724,0.2889287675655038
0.7817375418405437,-0.19475123242035286,0.2898612852815228
0.8017820941954312,-0.19374900480260848,0.2907536561549625
0.8218266465503188,-0.1927467771848641,0.2916061391245233
0.8418711989052063,-0.19174454956711973,0.2924188809990329
0.8619157512600939,-0.19074232194937535,0.29319192764093827
0.8819603036149815,-0.18974009433163097,0.2939252327769185
0.9020048559698601,-0.18873786671388704,0.2946186649086252
0.9220494083247477,-0.18773563909614266,0.2952720126775802
0.9420939606796352,-0.18673341147839828,0.2958849889513067
0.9621385130345139,-0.18573118386065435,0.29645723383296796
0.9821830653894104,-0.18472895624290953,0.2969883167478827
1.002227617744298,-0.18372672862516515,0.29747773772267866
1.0222721700991855,-0.18272450100742077,0.2979249279433776
1.0423167224540641,-0.18172227338967684,0.2983292496552184
1.0623612748089517,-0.18072004577193246,0.29868999544775876
1.0824058271638393,-0.17971781815418808,0.2990063869526756
1.102450379518718,-0.17871559053644415,0.29927757296768503
1.1224949318736055,-0.17771336291869977,0.29951596941970593
1.142539484228493,-0.1767111353009554,0.2997504375055229
1.1625840365833806,-0.175708907683211,0.29998227318304205
1.1826285889382682,-0.17470668006546664,0.300211712093452
1.2026731412931557,-0.17370445244772226,0.3004389528785208
1.2227176936480433,-0.17270222482997788,0.3006641646607801
1.242762246002922,-0.17169999721223395,0.3008874926707466
1.2628067983578095,-0.17069776959448957,0.3011090625521973
1.282851350712697,-0.1696955419767452,0.3013289837053833
1.3028959030675846,-0.1686933143590008,0.3015473519175566
1.3229404554224722,-0.16769108674125643,0.3017642514570963
1.3429850077773597,-0.16668885912351206,0.30197975675802186
1.3630295601322384,-0.16568663150576812,0.3021939337876091
1.383074112487126,-0.16468440388802374,0.30240684116582545
1.4031186648420135,-0.16368217627027937,0.3026185310882147
1.423163217196901,-0.162679948652535,0.3028290500914625
1.4432077695517798,-0.16167772103479106,0.30303843969176797
1.4632523219066673,-0.16067549341704668,0.3032467369193773
1.4832968742615549,-0.1596732657993023,0.30345397476751146
1.5033414266164424,-0.15867103818155792,0.30366018257006827
1.52338597897133,-0.15766881056381354,0.303865386319431
1.5434305313262175,-0.15666658294606917,0.30406960893342044
1.563475083681105,-0.1556643553283248,0.30427287047856
1.5835196360359838,-0.15466212771058085,0.3044751883553437
1.6035641883908713,-0.15365990009283648,0.3046765774500153
1.623608740745759,-0.1526576724750921,0.30487705025635875
1.6436532931006465,-0.15165544485734772,0.30507661697017796
1.663697845455534,-0.15065321723960334,0.30527528555841343
1.6837423978104216,-0.14965098962185897,0.30547306180421
1.7037869501653002,-0.14864876200411503,0.30566994932863395
1.7238315025201878,-0.14764653438637065,0.3058659495891914
1.7438760548750754,-0.14664430676862628,0.306061061854694
1.763920607229963,-0.1456420791508819,0.30625528315543193
1.7839651595848416,-0.14463985153313796,0.30644860820694364
1.8040097119397291,-0.1436376239153936,0.306641029304904
1.8240542642946256,-0.14263539629764876,0.30683253618778283
1.8440988166495043,-0.14163316867990483,0.3070231158628337
1.8641433690043918,-0.14063094106216045,0.30721275238966544
1.8841879213592794,-0.13962871344441607,0.30740142661395853
1.904232473714158,-0.13862648582667214,0.30758911584179144
1.9242770260690456,-0.13762425820892776,0.30777579344222206
1.9443215784239332,-0.13662203059118339,0.30796142836216744
1.9643661307788207,-0.135619802973439,0.3081459845327305
1.9844106831337083,-0.13461757535569463,0.30832942013951536
