t,E,j
0.0,0.0596808866541112,-0.5047244819973093
0.020000000000000018,0.0606808866541112,-0.26360512655589824
0.03113171951912186,0.06123747263006729,-0.12940147478563632
0.041508408491441884,0.06175630707868329,0.10992373549345757
0.0615084084914419,0.0627563070786833,0.15520758866497755
0.08150840849144192,0.0637563070786833,0.20049144183649756
0.10150840849144194,0.0647563070786833,0.24577529500801754
0.10438331032945669,0.06490005217058403,0.2522846266437773
0.12438331032945671,0.06590005217058403,0.25882474147571916
0.14438331032945673,0.06690005217058403,0.26536485630766105
0.16438331032945674,0.06790005217058404,0.2719049711396028
0.18438331032945676,0.06890005217058404,0.2784450859715447
0.20438331032945678,0.06990005217058404,0.28498520080348655
0.2243833103294568,0.07090005217058404,0.29152531563542844
0.24438331032945682,0.07190005217058404,0.2980654304673703
0.26438331032945683,0.07290005217058404,0.3046055452993121
0.28438331032945685,0.07390005217058404,0.311145660131254
0.30216177921627896,0.07478897561492515,0.3169593215340501
0.322161779216279,0.07578897561492515,0.318200314315202
0.342161779216279,0.07678897561492515,0.3194413070963539
0.362161779216279,0.07778897561492515,0.3206822998775058
0.38216177921627903,0.07878897561492515,0.32192329265865766
0.40216177921627905,0.07978897561492515,0.3231642854398096
0.42216177921627906,0.08078897561492515,0.32440527822096143
0.4421617792162791,0.08178897561492515,0.32564627100211335
0.4621617792162791,0.08278897561492515,0.3268872637832652
0.4821617792162791,0.08378897561492515,0.32812825656441713
0.5021617792162791,0.08478897561492515,0.329369249345569
0.510318589677583,0.08519681613799035,0.32987537649055415
0.530318589677583,0.08619681613799035,0.3292988378685531
0.5503185896775831,0.08719681613799035,0.328722299246552
0.5703185896775831,0.08819681613799035,0.3281457606245509
0.5903185896775831,0.08919681613799035,0.32756922200254984
0.6103185896775831,0.09019681613799035,0.32699268338054877
0.6303185896775831,0.09119681613799036,0.32641614475854774
0.6503185896775832,0.09219681613799036,0.32583960613654667
0.6703185896775832,0.09319681613799036,0.32526306751454553
0.6903185896775832,0.09419681613799036,0.3246865288925445
0.7103185896775832,0.09519681613799036,0.32410999027054344
0.7303185896775832,0.09619681613799036,0.3235334516485424
0.7503185896775832,0.09719681613799036,0.3229569130265413
0.7703185896775833,0.09819681613799036,0.3223803744045402
0.7903185896775833,0.09919681613799036,0.3218038357825392
0.8103185896775833,0.10019681613799036,0.3212272971605381
0.8303185896775833,0.10119681613799036,0.3206507585385371
0.8503185896775833,0.10219681613799037,0.32007421991653595
0.8703185896775834,0.10319681613799037,0.3194976812945349
0.8903185896775834,0.10419681613799037,0.31892114267253385
0.9103185896775834,0.10519681613799037,0.3183446040505328
0.9303185896775834,0.10619681613799037,0.3177680654285317
0.9503185896775834,0.10719681613799037,0.3171915268065306
0.9583737403169135,0.10759957366995687,0.3169593215340501
0.9783737403169135,0.10859957366995687,0.3175235137835253
0.9983737403169135,0.10959957366995687,0.31808770603300046
1.0183737403169135,0.11059957366995687,0.31865189828247564
1.0383737403169135,0.11159957366995688,0.3192160905319508
1.0583737403169136,0.11259957366995688,0.31978028278142595
1.0783737403169136,0.11359957366995688,0.32034447503090113
1.0983737403169136,0.11459957366995688,0.3209086672803763
1.1183737403169136,0.11559957366995688,0.3214728595298515
1.1383737403169136,0.11659957366995688,0.3220370517793267
1.1583737403169136,0.11759957366995688,0.3226012440288018
1.1783737403169137,0.11859957366995688,0.323165436278277
1.1872855813250194,0.11904516572036217,0.32341683585954345
1.2072855813250194,0.12004516572036217,0.3265208074085729
1.2272855813250194,0.12104516572036217,0.32962477895760245
1.2472855813250194,0.12204516572036217,0.332728750506632
1.2672855813250195,0.12304516572036217,0.3358327220556614
1.2872855813250195,0.12404516572036217,0.3389366936046909
1.3072855813250195,0.12504516572036217,0.3420406651537204
1.3272855813250195,0.12604516572036217,0.3451446367027499
1.3472855813250195,0.12704516572036217,0.34824860825177945
1.3672855813250195,0.12804516572036218,0.351352579800809
1.3872855813250196,0.12904516572036218,0.3544565513498384
1.4072855813250196,0.13004516572036218,0.3575605228988679
1.4272855813250196,0.13104516572036218,0.3606644944478974
1.4375622630775275,0.13155899980798758,0.36225942083680823
1.4575622630775276,0.13255899980798758,0.3667816892949953
1.4775622630775276,0.13355899980798758,0.3713039577531824
1.4975622630775276,0.13455899980798758,0.3758262262113695
1.5175622630775276,0.13555899980798758,0.38034849466955656
1.5375622630775276,0.13655899980798758,0.38487076312774365
1.5575622630775277,0.13755899980798758,0.3893930315859308
1.5775622630775277,0.13855899980798758,0.39391530004411784
1.5975622630775277,0.13955899980798758,0.39843756850230494
1.6175622630775277,0.14055899980798758,0.402959836960492
1.6375622630775277,0.14155899980798758,0.40748210541867913
1.6575622630775277,0.14255899980798759,0.4120043738768662
1.6664724514834806,0.14300450922828523,0.41401908707610346
1.6864724514834806,0.14400450922828523,0.4160799599170066
1.7064724514834806,0.14500450922828523,0.41814083275790964
1.7264724514834806,0.14600450922828523,0.42020170559881276
1.7464724514834806,0.14700450922828523,0.4222625784397158
1.7664724514834806,0.14800450922828523,0.4243234512806189
1.7864724514834807,0.14900450922828523,0.42638432412152194
1.8064724514834807,0.15000450922828523,0.428445196962425
1.8264724514834807,0.15100450922828523,0.4305060698033281
1.8464724514834807,0.15200450922828523,0.4325669426442312
1.854485694197745,0.15240517136399845,0.4333926563581008
1.874485694197745,0.15340517136399845,0.42994662460181426
1.894485694197745,0.15440517136399845,0.42650059284552766
1.914485694197745,0.15540517136399845,0.4230545610892412
1.934485694197745,0.15640517136399845,0.4196085293329546
1.954485694197745,0.15740517136399845,0.41616249757666807
1.9744856941977451,0.15840517136399845,0.4127164658203815
1.9944856941977451,0.15940517136399845,0.40927043406409497
2.014485694197745,0.16040517136399846,0.4058244023078085
2.034485694197745,0.16140517136399846,0.4023783705515219
2.041887474112256,0.161775260359724,0.40110303211959947
2.061887474112256,0.162775260359724,0.40044992355147657
2.081887474112256,0.163775260359724,0.3997968149833536
2.101887474112256,0.164775260359724,0.3991437064152307
2.121887474112256,0.165775260359724,0.39849059784710783
2.141887474112256,0.166775260359724,0.39783748927898493
2.1618874741122562,0.167775260359724,0.397184380710862
2.1818874741122563,0.168775260359724,0.3965312721427391
2.2018874741122563,0.169775260359724,0.3958781635746162
2.2218874741122563,0.170775260359724,0.39522505500649324
2.2396659429990784,0.17166418380406512,0.39464449148858877
2.2596659429990784,0.17266418380406512,0.3994979456208796
2.2796659429990784,0.17366418380406512,0.4043513997531704
2.2996659429990784,0.17466418380406512,0.4092048538854613
2.3196659429990785,0.17566418380406512,0.4140583080177521
2.3396659429990785,0.17666418380406512,0.41891176215004294
